Record_ID,Location_ID,State_Code,State,District,Taluk,Agro_Climatic_Zone,Year,Month_No,Month,Season,Crop,Crop_Category,Pest,Crop_Stage,Temperature_C,Humidity_Pct,Rainfall_7d_mm,Rainfall_30d_mm,Wind_kmh,Soil_Moisture_Pct,Days_Since_Rain,NDVI,Previous_Pest_Incidence_Pct,Nearby_Outbreak_Flag,Recent_Pesticide_Flag,Irrigation_Type,Risk_Score,Risk_Level,Confidence_Pct,Recommended_Action,Dataset_Split,Synthetic_Record,Source_Basis
AGR-040240,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,8,Aug,Kharif/Monsoon,Turmeric,Spice,Shoot Borer,Fruiting/Grain Filling,28.3,97,261.9,737.6,13.1,92,0,0.893,48.1,1,0,Rainfed,71.2,Medium,72.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040241,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,9,Sep,Kharif/Monsoon,Turmeric,Spice,Shoot Borer,Maturity,28.1,82.8,113.7,322.3,5.4,74.5,0,0.733,66.3,1,1,Sprinkler,70.3,Medium,77.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040242,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,12,Dec,Rabi/Winter,Turmeric,Spice,Shoot Borer,Seedling,27.0,84.2,66.6,178.7,7.2,65.5,0,0.654,73.9,0,1,Mixed,56.9,Medium,74.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040243,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,1,Jan,Rabi/Winter,Brinjal,Vegetable,Whitefly,Vegetative,28.2,79.3,18.1,85.6,1.0,52.9,1,0.647,53.7,0,0,Borewell,58.5,Medium,76.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040244,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,3,Mar,Summer/Zaid,Brinjal,Vegetable,Whitefly,Flowering,30.5,89.9,62.1,200.2,9.7,62.5,0,0.713,45.2,0,0,Canal,57.5,Medium,79.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040245,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,7,Jul,Kharif/Monsoon,Brinjal,Vegetable,Whitefly,Fruiting/Grain Filling,25.6,97,324.8,862.7,6.2,92,0,0.731,53.6,0,0,Canal,41.7,Low,71.9,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040246,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,8,Aug,Kharif/Monsoon,Brinjal,Vegetable,Whitefly,Maturity,24.9,96.0,269.4,859.3,9.5,92,0,0.851,41.5,1,1,Borewell,33.0,Low,82.0,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040247,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,12,Dec,Rabi/Winter,Brinjal,Vegetable,Whitefly,Seedling,26.9,89.7,64.3,199.3,6.8,70.2,0,0.682,37.6,0,0,Drip,46.0,Medium,74.5,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040248,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,3,Mar,Summer/Zaid,Brinjal,Vegetable,Whitefly,Vegetative,28.2,84.8,48.2,132.5,9.8,52.9,0,0.644,49.3,0,0,Rainfed,52.4,Medium,80.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040249,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,2,Feb,Rabi/Winter,Banana,Fruit,Pseudostem Weevil,Flowering,27.9,85.3,26.5,78.5,8.7,55.9,1,0.607,63.9,1,0,Sprinkler,74.3,Medium,83.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040250,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,6,Jun,Kharif/Monsoon,Banana,Fruit,Pseudostem Weevil,Fruiting/Grain Filling,25.8,96.8,205.5,556.9,7.9,92,0,0.81,60.4,1,0,Drip,63.8,Medium,81.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040251,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,7,Jul,Kharif/Monsoon,Banana,Fruit,Pseudostem Weevil,Maturity,25.0,95.5,305.5,947.9,11.3,92,0,0.882,55.3,0,0,Canal,57.2,Medium,72.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040252,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,12,Dec,Rabi/Winter,Banana,Fruit,Pseudostem Weevil,Seedling,25.2,88.4,56.3,199.2,6.5,62.1,0,0.759,62.4,0,1,Mixed,46.0,Medium,76.0,Routine scouting; maintain field sanitation and preventive IPM,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040253,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,1,Jan,Rabi/Winter,Banana,Fruit,Pseudostem Weevil,Vegetative,25.1,80.1,13.7,66.5,7.0,45.1,1,0.677,73.6,1,1,Borewell,70.1,Medium,78.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040254,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,6,Jun,Kharif/Monsoon,Banana,Fruit,Pseudostem Weevil,Flowering,28.3,83.5,148.9,404.2,8.4,80.5,0,0.774,56.7,1,0,Rainfed,81.6,High,84.4,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040255,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,5,May,Pre-Monsoon,Rice,Cereal,Gall Midge,Fruiting/Grain Filling,28.5,94.9,93.0,379.8,2.6,85.3,0,0.739,59.5,0,1,Mixed,66.6,Medium,83.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040256,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,7,Jul,Kharif/Monsoon,Rice,Cereal,Gall Midge,Maturity,24.8,97,277.5,816.7,11.3,92,0,0.85,65.6,1,1,Mixed,58.9,Medium,81.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040257,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,10,Oct,Post-Monsoon,Rice,Cereal,Gall Midge,Seedling,28.8,94.3,125.2,379.8,1.0,81.2,0,0.758,57.8,0,0,Borewell,62.8,Medium,82.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040258,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,12,Dec,Rabi/Winter,Rice,Cereal,Gall Midge,Vegetative,25.4,86.8,30.8,189.4,3.7,61.4,1,0.592,77.7,1,1,Rainfed,70.1,Medium,74.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040259,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,5,May,Pre-Monsoon,Rice,Cereal,Gall Midge,Flowering,31.3,91.6,127.5,508.7,7.7,92,0,0.888,64.8,1,1,Rainfed,67.4,Medium,72.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040260,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,8,Aug,Kharif/Monsoon,Rice,Cereal,Gall Midge,Fruiting/Grain Filling,26.3,93.3,153.8,463.0,10.9,92,0,0.734,71.5,1,1,Canal,76.7,High,79.3,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040261,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,7,Jul,Kharif/Monsoon,Okra,Vegetable,Shoot and Fruit Borer,Maturity,24.5,97,124.2,630.7,10.7,92,0,0.735,44.4,1,1,Drip,51.1,Medium,76.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040262,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,9,Sep,Kharif/Monsoon,Okra,Vegetable,Shoot and Fruit Borer,Seedling,28.3,90.0,131.9,484.9,1.0,88.9,0,0.85,59.6,1,0,Borewell,69.1,Medium,84.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040263,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,1,Jan,Rabi/Winter,Okra,Vegetable,Shoot and Fruit Borer,Vegetative,25.9,82.1,15.6,89.3,10.1,46.3,3,0.58,61.9,0,0,Sprinkler,74.3,Medium,78.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040264,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,2,Feb,Rabi/Winter,Okra,Vegetable,Shoot and Fruit Borer,Flowering,26.5,85.0,9.4,39.2,9.6,39.8,13,0.556,70.4,1,1,Sprinkler,68.0,Medium,77.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040265,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,7,Jul,Kharif/Monsoon,Okra,Vegetable,Shoot and Fruit Borer,Fruiting/Grain Filling,27.4,95.4,69.9,425.0,9.6,92,0,0.735,54.5,0,1,Sprinkler,50.9,Medium,77.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040266,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,9,Sep,Kharif/Monsoon,Okra,Vegetable,Shoot and Fruit Borer,Maturity,25.3,95.9,70.6,545.4,8.4,92,0,0.785,61.8,1,0,Sprinkler,57.2,Medium,73.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040267,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,8,Aug,Kharif/Monsoon,Banana,Fruit,Rhizome Weevil,Seedling,26.0,90.5,212.6,626.4,5.1,92,0,0.788,52.9,0,0,Borewell,58.9,Medium,80.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040268,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,11,Nov,Rabi/Winter,Banana,Fruit,Rhizome Weevil,Vegetative,28.3,87.9,54.6,226.8,12.4,62.7,0,0.695,68.7,0,0,Sprinkler,60.7,Medium,77.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040269,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,3,Mar,Summer/Zaid,Banana,Fruit,Rhizome Weevil,Flowering,27.9,81.6,26.7,103.4,7.5,53.2,2,0.586,58.0,0,0,Rainfed,71.5,Medium,75.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040270,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,6,Jun,Kharif/Monsoon,Banana,Fruit,Rhizome Weevil,Fruiting/Grain Filling,28.9,96.3,194.9,817.1,10.2,92,0,0.882,64.3,1,1,Rainfed,58.8,Medium,75.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040271,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,8,Aug,Kharif/Monsoon,Banana,Fruit,Rhizome Weevil,Maturity,25.3,93.3,271.3,715.2,7.8,92,0,0.836,50.7,0,1,Borewell,37.2,Low,78.2,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040272,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,11,Nov,Rabi/Winter,Banana,Fruit,Rhizome Weevil,Seedling,25.1,80.3,31.5,117.8,7.0,50.4,1,0.701,54.1,0,0,Drip,66.0,Medium,81.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040273,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,9,Sep,Kharif/Monsoon,Coconut,Plantation,Red Palm Weevil,Vegetative,29.0,89.1,100.5,582.0,6.8,92,0,0.807,65.0,1,0,Borewell,76.1,High,80.0,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040274,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,12,Dec,Rabi/Winter,Coconut,Plantation,Red Palm Weevil,Flowering,27.2,81.8,20.1,81.0,7.5,47.2,3,0.597,52.7,1,0,Mixed,77.3,High,83.1,Immediate field scouting; deploy IPM controls; notify local extension support,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040275,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,5,May,Pre-Monsoon,Coconut,Plantation,Red Palm Weevil,Fruiting/Grain Filling,29.3,97,189.7,610.2,5.2,92,0,0.84,50.3,0,0,Mixed,53.4,Medium,72.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040276,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,7,Jul,Kharif/Monsoon,Coconut,Plantation,Red Palm Weevil,Maturity,26.8,91.1,98.5,699.7,8.9,92,0,0.849,50.1,0,0,Canal,60.7,Medium,73.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040277,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,11,Nov,Rabi/Winter,Coconut,Plantation,Red Palm Weevil,Seedling,28.5,83.0,65.8,222.3,5.9,58.1,0,0.597,70.9,1,0,Mixed,72.2,Medium,83.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040278,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,2,Feb,Rabi/Winter,Coconut,Plantation,Red Palm Weevil,Vegetative,27.7,87.5,6.7,41.4,8.3,46.1,12,0.678,68.6,0,1,Canal,54.0,Medium,71.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040279,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,11,Nov,Rabi/Winter,Cocoa,Plantation,Tea Mosquito Bug,Flowering,25.8,81.6,42.1,297.9,4.1,73.6,0,0.678,62.4,0,0,Borewell,59.7,Medium,73.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040280,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,4,Apr,Summer/Zaid,Cocoa,Plantation,Tea Mosquito Bug,Fruiting/Grain Filling,30.4,86.5,68.2,288.4,3.1,72.4,0,0.755,53.1,1,0,Rainfed,68.9,Medium,74.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040281,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,5,May,Pre-Monsoon,Cocoa,Plantation,Tea Mosquito Bug,Maturity,27.7,97,148.6,553.1,2.5,92,0,0.851,53.8,1,1,Rainfed,51.4,Medium,82.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040282,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,8,Aug,Kharif/Monsoon,Cocoa,Plantation,Tea Mosquito Bug,Seedling,25.6,89.9,108.2,445.5,7.9,89.4,0,0.851,56.6,0,0,Borewell,48.9,Medium,80.0,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040283,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,1,Jan,Rabi/Winter,Cocoa,Plantation,Tea Mosquito Bug,Vegetative,27.2,84.7,20.9,83.0,5.9,54.0,2,0.638,70.9,1,0,Drip,77.1,High,78.9,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040284,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,4,Apr,Summer/Zaid,Cocoa,Plantation,Tea Mosquito Bug,Flowering,32.1,81.5,95.8,325.4,5.8,78.7,0,0.767,40.9,0,0,Mixed,48.8,Medium,79.1,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040285,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,2,Feb,Rabi/Winter,Tapioca,Tuber,Scale Insect,Fruiting/Grain Filling,27.7,77.6,8.9,60.9,8.6,47.9,4,0.554,73.2,0,1,Mixed,69.2,Medium,81.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040286,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,4,Apr,Summer/Zaid,Tapioca,Tuber,Scale Insect,Maturity,32.0,83.0,49.4,295.5,9.2,70.1,0,0.772,44.4,0,0,Borewell,50.6,Medium,76.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040287,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,9,Sep,Kharif/Monsoon,Tapioca,Tuber,Scale Insect,Seedling,28.0,88.6,200.5,579.3,6.0,92,0,0.885,68.1,1,0,Rainfed,75.3,High,77.1,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040288,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,10,Oct,Post-Monsoon,Tapioca,Tuber,Scale Insect,Vegetative,28.6,88.6,86.8,231.9,7.3,66.2,0,0.736,58.9,0,0,Canal,54.8,Medium,73.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040289,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,1,Jan,Rabi/Winter,Tapioca,Tuber,Scale Insect,Flowering,28.3,81.1,18.8,64.0,4.3,47.5,2,0.686,54.9,1,0,Sprinkler,78.9,High,75.1,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040290,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,4,Apr,Summer/Zaid,Tapioca,Tuber,Scale Insect,Fruiting/Grain Filling,32.5,88.0,64.1,238.0,10.8,72.1,0,0.743,36.8,0,0,Sprinkler,43.3,Low,81.6,Routine scouting; maintain field sanitation and preventive IPM,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040291,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,3,Mar,Summer/Zaid,Arecanut,Plantation,Spindle Bug,Maturity,28.4,88.0,26.4,119.1,7.7,60.3,3,0.652,66.2,1,0,Rainfed,70.1,Medium,73.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040292,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,8,Aug,Kharif/Monsoon,Arecanut,Plantation,Spindle Bug,Seedling,26.8,97,178.2,738.6,6.9,92,0,0.778,44.4,1,1,Sprinkler,50.8,Medium,76.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040293,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,11,Nov,Rabi/Winter,Arecanut,Plantation,Spindle Bug,Vegetative,28.5,81.5,37.2,179.7,6.0,61.3,0,0.648,69.3,0,1,Canal,63.6,Medium,77.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040294,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,1,Jan,Rabi/Winter,Arecanut,Plantation,Spindle Bug,Flowering,25.3,79.3,26.1,79.3,6.2,53.6,3,0.701,58.6,0,0,Mixed,73.8,Medium,74.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040295,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,3,Mar,Summer/Zaid,Arecanut,Plantation,Spindle Bug,Fruiting/Grain Filling,30.0,87.3,42.6,151.2,7.1,62.2,0,0.759,63.3,1,1,Mixed,66.8,Medium,84.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040296,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,6,Jun,Kharif/Monsoon,Arecanut,Plantation,Spindle Bug,Maturity,26.2,97,200.3,701.1,7.8,92,0,0.755,61.1,1,0,Canal,63.7,Medium,81.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040297,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,7,Jul,Kharif/Monsoon,Black Pepper,Spice,Top Shoot Borer,Seedling,27.0,97,193.2,894.7,9.4,92,0,0.819,44.3,0,0,Rainfed,48.2,Medium,72.3,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040298,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,10,Oct,Post-Monsoon,Black Pepper,Spice,Top Shoot Borer,Vegetative,27.7,88.8,47.7,236.2,7.6,64.9,0,0.654,54.7,0,0,Mixed,61.2,Medium,77.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040299,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,12,Dec,Rabi/Winter,Black Pepper,Spice,Top Shoot Borer,Flowering,25.4,88.9,31.4,132.6,6.6,58.1,2,0.651,72.7,0,0,Rainfed,76.7,High,82.2,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040300,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,4,Apr,Summer/Zaid,Black Pepper,Spice,Top Shoot Borer,Fruiting/Grain Filling,30.7,88.8,49.9,364.8,6.1,85.7,0,0.752,43.5,1,0,Rainfed,66.6,Medium,75.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040301,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,5,May,Pre-Monsoon,Black Pepper,Spice,Top Shoot Borer,Maturity,27.9,87.8,64.1,484.1,10.3,89.4,0,0.872,70.1,1,0,Mixed,72.4,Medium,74.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040302,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,9,Sep,Kharif/Monsoon,Black Pepper,Spice,Top Shoot Borer,Seedling,28.0,90.5,102.4,308.8,5.4,81.7,0,0.84,56.5,1,0,Drip,71.7,Medium,81.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040303,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,7,Jul,Kharif/Monsoon,Arecanut,Plantation,Root Grub,Vegetative,27.9,97,227.9,891.6,11.4,92,0,0.779,45.0,0,0,Drip,45.3,Medium,73.7,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040304,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,10,Oct,Post-Monsoon,Arecanut,Plantation,Root Grub,Flowering,29.4,87.4,166.2,529.4,4.3,92,0,0.776,49.8,0,0,Canal,55.8,Medium,76.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040305,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2025,1,Jan,Rabi/Winter,Arecanut,Plantation,Root Grub,Fruiting/Grain Filling,27.8,76.7,17.0,78.7,4.7,49.8,2,0.568,57.3,0,0,Drip,68.3,Medium,74.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040306,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2023,6,Jun,Kharif/Monsoon,Arecanut,Plantation,Root Grub,Maturity,28.9,89.0,101.3,596.2,13.0,92,0,0.788,42.2,1,0,Mixed,52.6,Medium,72.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-040307,KL_D07_T07,KL,Kerala,Ernakulam,Aluva,Humid Coastal,2024,8,Aug,Kharif/Monsoon,Arecanut,Plantation,Root Grub,Seedling,26.7,86.4,69.8,452.6,8.7,92,0,0.773,50.9,1,1,Borewell,56.1,Medium,75.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
